No,Nama Tempat,Rating,Ulasan,Kategori Wisata,Lokasi,URL,latitude,longitude,No Klaster,Klaster OPTICS
139,Pantjoran Chinatown PIK,4.7,5017,Rekreasi & Hiburan Modern,Jakarta Utara,https://www.google.com/maps/place/Pantjoran+Chinatown+PIK/data=!4m7!3m6!1s0x2e6a1d7281ac1dc5:0xd8531c43050cc2fe!8m2!3d-6.0906997!4d106.7446195!16s%2Fg%2F11lf_h6p10!19sChIJxR2sgXIdai4R_sIMBUMcU9g,-6.0906997,106.7446195,0,Wisata Cukup Populer
140,Epiwalk,4.5,5015,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Epiwalk/data=!4m7!3m6!1s0x2e69f40831e56edf:0x3baf62dc4159d8b1!8m2!3d-6.2181002!4d106.8352811!16s%2Fg%2F11cs3yl10c!19sChIJ327lMQj0aS4RsdhZQdxirzs,-6.2181002,106.8352811,3,Wisata Potensial
141,Hutan Kota GBK,4.7,4997,Alam & Ruang Terbuka,Jakarta Pusat,https://www.google.com/maps/place/Hutan+Kota+GBK/data=!4m7!3m6!1s0x2e69f16f5418b91b:0x56f0877bdf0e4614!8m2!3d-6.2218148!4d106.8076172!16s%2Fg%2F11fgkyg3q8!19sChIJG7kYVG_xaS4RFEYO33uH8FY,-6.2218148,106.8076172,0,Wisata Cukup Populer
142,Indonesia Science Center (PP-IPTEK),4.5,4847,Rekreasi & Hiburan Modern,Jakarta Timur,https://www.google.com/maps/place/Indonesia+Science+Center+%28PP-IPTEK%29/data=!4m7!3m6!1s0x2e69ed50d090bb61:0x51439bd053397c1b!8m2!3d-6.3022181!4d106.9035726!16s%2Fg%2F1tdnt9jc!19sChIJYbuQ0FDtaS4RG3w5U9CbQ1E,-6.3022181,106.9035726,3,Wisata Potensial
143,Poncol Market,4.3,4823,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Poncol+Market/data=!4m7!3m6!1s0x2e69f5b45c3b7b23:0x70aa0740bdc4bdf0!8m2!3d-6.1745123!4d106.8456053!16s%2Fg%2F1tdv394w!19sChIJI3s7XLT1aS4R8L3EvUAHqnA,-6.1745123,106.8456053,6,Wisata Cukup Dikenal
144,Satu Meja,4.9,4806,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Satu+Meja/data=!4m7!3m6!1s0x2e69f725c02ddbc1:0xc5e199a8150ee887!8m2!3d-6.1702233!4d106.7828533!16s%2Fg%2F11ngj4q990!19sChIJwdstwCX3aS4Rh-gOFaiZ4cU,-6.1702233,106.7828533,1,Wisata Populer
145,Taman Anggrek Ragunan,4.7,4768,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Taman+Anggrek+Ragunan/data=!4m7!3m6!1s0x2e69edfc7abd128d:0x4b91b44fa1ce0b83!8m2!3d-6.3114168!4d106.8212066!16s%2Fg%2F11b7fhc8r7!19sChIJjRK9evztaS4RgwvOoU-0kUs,-6.3114168,106.8212066,0,Wisata Cukup Populer
146,Sari Idaman,4.5,4764,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Sari+Idaman/data=!4m7!3m6!1s0x2e69f3609678806b:0xa84ecae2e277c6de!8m2!3d-6.2188033!4d106.8875883!16s%2Fg%2F11c48rn8yh!19sChIJa4B4lmDzaS4R3sZ34uLKTqg,-6.2188033,106.8875883,3,Wisata Potensial
147,Perumnas Klender Market,4.4,4721,Belanja,Jakarta Timur,https://www.google.com/maps/place/Perumnas+Klender+Market/data=!4m7!3m6!1s0x2e698d7f5d0e216f:0x8e4341d70e8e6ed2!8m2!3d-6.2216796!4d106.9317534!16s%2Fg%2F11h6lkxntt!19sChIJbyEOXX-NaS4R0m6ODtdBQ44,-6.2216796,106.9317534,5,Wisata Standar
148,Kampung Main Cipulir,4.3,4709,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Kampung+Main+Cipulir/data=!4m7!3m6!1s0x2e69f0d91320fa71:0xb98a10b9e198964d!8m2!3d-6.232614!4d106.7657274!16s%2Fg%2F1wjwxyh3!19sChIJcfogE9nwaS4RTZaY4bkQirk,-6.232614,106.7657274,6,Wisata Cukup Dikenal
149,Mangrove Ecotourism Centre PIK,4.3,4698,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Mangrove+Ecotourism+Centre+PIK/data=!4m7!3m6!1s0x2e6a1d6c3b1175b5:0xae9945ee4ad2bb9f!8m2!3d-6.1197179!4d106.7558813!16s%2Fg%2F11cn7n6_bm!19sChIJtXURO2wdai4Rn7vSSu5Fma4,-6.1197179,106.7558813,6,Wisata Cukup Dikenal
150,Tugu Kunstkring Paleis,4.6,4691,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/Tugu+Kunstkring+Paleis/data=!4m7!3m6!1s0x2e69f43bb268e0ed:0x8b8aa2f7d52f927e!8m2!3d-6.1888949!4d106.8334547!16s%2Fm%2F0q3zqth!19sChIJ7eBosjv0aS4RfpIv1feiios,-6.1888949,106.8334547,2,Wisata Berpotensi
151,Tangkuban Perahu Park,4.5,4646,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Tangkuban+Perahu+Park/data=!4m7!3m6!1s0x2e69f40e096d5be3:0x10014e518362e4dd!8m2!3d-6.2076521!4d106.8352437!16s%2Fg%2F11b7xsf2hd!19sChIJ41ttCQ70aS4R3eRig1FOARA,-6.2076521,106.8352437,3,Wisata Potensial
152,Jogging Park 1 Kelapa Gading,4.5,4645,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Jogging+Park+1+Kelapa+Gading/data=!4m7!3m6!1s0x2e69f53110bbed6d:0x861324b092c60b9!8m2!3d-6.1600242!4d106.90388!16s%2Fg%2F11b700vm5k!19sChIJbe27EDH1aS4RuWAsCUsyYQg,-6.1600242,106.90388,3,Wisata Potensial
153,Warteg Warmo,4.1,4619,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Warteg+Warmo/data=!4m7!3m6!1s0x2e69f39085473d7b:0x91fb180ed3a5350f!8m2!3d-6.2301114!4d106.8523997!16s%2Fg%2F1tg_1dq1!19sChIJez1HhZDzaS4RDzWl0w4Y-5E,-6.2301114,106.8523997,6,Wisata Cukup Dikenal
154,Seafood 68 Santa,4.4,4483,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Seafood+68+Santa/data=!4m7!3m6!1s0x2e69f1674f2e732b:0xe58dc744a19bc8ea!8m2!3d-6.2391552!4d106.8112717!16s%2Fg%2F11b74stjwk!19sChIJK3MuT2fxaS4R6siboUTHjeU,-6.2391552,106.8112717,5,Wisata Standar
155,Fat Bubble Tebet,4.5,4456,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Fat+Bubble+Tebet/data=!4m7!3m6!1s0x2e69f39bb1b0c413:0xf46aed247b78c38!8m2!3d-6.2284684!4d106.8562774!16s%2Fg%2F11byylllml!19sChIJE8SwsZvzaS4ROIy3R9KuRg8,-6.2284684,106.8562774,3,Wisata Potensial
156,Mall@Bassura,4.5,4312,Belanja,Jakarta Timur,https://www.google.com/maps/place/Mall@Bassura/data=!4m7!3m6!1s0x2e69f324a4f3d8ad:0x610648e929845480!8m2!3d-6.2244846!4d106.8777881!16s%2Fg%2F11fhr06vg6!19sChIJrdjzpCTzaS4RgFSEKelIBmE,-6.2244846,106.8777881,3,Wisata Potensial
157,One Satrio,4.7,4180,Belanja,Jakarta Selatan,https://www.google.com/maps/place/One+Satrio/data=!4m7!3m6!1s0x2e69f30db777eba5:0xd6d5550d815c43d7!8m2!3d-6.2254819!4d106.8268744!16s%2Fg%2F11rggn8yp2!19sChIJpet3tw3zaS4R10NcgQ1V1dY,-6.2254819,106.8268744,0,Wisata Cukup Populer
158,Penjaringan City Forest Park,4.5,3995,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Penjaringan+City+Forest+Park/data=!4m7!3m6!1s0x2e6a1d8857b7c43d:0x346954c528821815!8m2!3d-6.1329076!4d106.7837762!16s%2Fg%2F11b7qqslf6!19sChIJPcS3V4gdai4RFRiCKMVUaTQ,-6.1329076,106.7837762,3,Wisata Potensial
159,Sambel Setan Bu Mut,4.5,3994,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/Sambel+Setan+Bu+Mut/data=!4m7!3m6!1s0x2e69f6a37294dd69:0x21dabc5cf2b84cdb!8m2!3d-6.2013461!4d106.808342!16s%2Fg%2F11bwlf906_!19sChIJad2UcqP2aS4R20y48ly82iE,-6.2013461,106.808342,3,Wisata Potensial
160,Faunaland Ancol,4.5,3934,Sejarah & Budaya,Jakarta Utara,https://www.google.com/maps/place/Faunaland+Ancol/data=!4m7!3m6!1s0x2e6a1e19a0ac5539:0x5a612616c1438e94!8m2!3d-6.1243125!4d106.8358125!16s%2Fg%2F11clggsdl5!19sChIJOVWsoBkeai4RlI5DwRYmYVo,-6.1243125,106.8358125,3,Wisata Potensial
161,Chillax Sudirman,4.6,3932,Rekreasi & Hiburan Modern,Jakarta Selatan,https://www.google.com/maps/place/Chillax+Sudirman/data=!4m7!3m6!1s0x2e69f57fcf6e3999:0x8dba617095abf6c3!8m2!3d-6.2114403!4d106.821464!16s%2Fg%2F11s8_g41td!19sChIJmTluz3_1aS4Rw_arlXBhuo0,-6.2114403,106.821464,2,Wisata Berpotensi
162,Tabebuya Park,4.5,3878,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Tabebuya+Park/data=!4m7!3m6!1s0x2e69ee70e17029f3:0xb02b26059ecf31a!8m2!3d-6.3278759!4d106.8101775!16s%2Fg%2F1q5bkk6vf!19sChIJ8ylw4XDuaS4RGvPsWWCyAgs,-6.3278759,106.8101775,3,Wisata Potensial
163,Abunawas Restaurant - Matraman Branch,4.5,3873,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Abunawas+Restaurant+-+Matraman+Branch/data=!4m7!3m6!1s0x2e69f4666e4e7e0d:0xac881465abb426f7!8m2!3d-6.2006254!4d106.8528619!16s%2Fg%2F1tlr2146!19sChIJDX5Obmb0aS4R9ya0q2UUiKw,-6.2006254,106.8528619,3,Wisata Potensial
164,Museum of Fine Art and Ceramics,4.5,3843,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/Museum+of+Fine+Art+and+Ceramics/data=!4m7!3m6!1s0x2e6a1dff428f242d:0x3ebe306f6e4f4a6b!8m2!3d-6.1342598!4d106.814552!16s%2Fm%2F09v74pc!19sChIJLSSPQv8dai4Ra0pPbm8wvj4,-6.1342598,106.814552,4,Wisata Ramai
165,Waroenk Kito Semanan,4.7,3765,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Waroenk+Kito+Semanan/data=!4m7!3m6!1s0x2e69f820a450deaf:0xcac60616dadf80ef!8m2!3d-6.1636829!4d106.7227757!16s%2Fg%2F1pzrbt8cs!19sChIJr95QpCD4aS4R74Df2hYGxso,-6.1636829,106.7227757,0,Wisata Cukup Populer
166,Mataram City Park,4.6,3715,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Mataram+City+Park/data=!4m7!3m6!1s0x2e69f146b787a2c1:0xd04ecd93726c3e77!8m2!3d-6.2328196!4d106.7995376!16s%2Fg%2F11b7q6zxk0!19sChIJwaKHt0bxaS4Rdz5scpPNTtA,-6.2328196,106.7995376,2,Wisata Berpotensi
167,City Plaza Jatinegara,4.4,3702,Belanja,Jakarta Timur,https://www.google.com/maps/place/City+Plaza+Jatinegara/data=!4m7!3m6!1s0x2e69f47fc4caeeb5:0x49f3cf933559073b!8m2!3d-6.2137899!4d106.8645195!16s%2Fg%2F1pztdksnf!19sChIJte7KxH_0aS4ROwdZNZPP80k,-6.2137899,106.8645195,5,Wisata Standar
168,Rumah Makan SURYA Masakan Padang,4.5,3664,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/Rumah+Makan+SURYA+Masakan+Padang/data=!4m7!3m6!1s0x2e69f768bbdafa57:0xa9fe29049e174c48!8m2!3d-6.2143829!4d106.8144475!16s%2Fg%2F1th9k306!19sChIJV_rau2j3aS4RSEwXngQp_qk,-6.2143829,106.8144475,4,Wisata Ramai
169,Mbience Garden Bistro,4.8,3626,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Mbience+Garden+Bistro/data=!4m7!3m6!1s0x2e69f5f6b6bae1cb:0x1d0a73bb7e253fd2!8m2!3d-6.2019141!4d106.8852763!16s%2Fg%2F11k43n8_0j!19sChIJy-G6tvb1aS4R0j8lfrtzCh0,-6.2019141,106.8852763,1,Wisata Populer
170,Palm Bay Water Park,4.1,3614,Alam & Ruang Terbuka,Jakarta Barat,https://www.google.com/maps/place/Palm+Bay+Water+Park/data=!4m7!3m6!1s0x2e6a02a793f5571d:0xdb98118113de1ba0!8m2!3d-6.1384725!4d106.7099831!16s%2Fg%2F11fzwqw9c0!19sChIJHVf1k6cCai4RoBveE4ERmNs,-6.1384725,106.7099831,6,Wisata Cukup Dikenal
171,Toko Merah,4.6,3584,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/Toko+Merah/data=!4m7!3m6!1s0x2e6a1df917379c0b:0x41b380b337b59118!8m2!3d-6.1359299!4d106.8112847!16s%2Fm%2F0kbj6xx!19sChIJC5w3F_kdai4RGJG1N7OAs0E,-6.1359299,106.8112847,2,Wisata Berpotensi
172,Bebek Sakera Reborn,4.4,3569,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Bebek+Sakera+Reborn/data=!4m7!3m6!1s0x2e698b4f0d3e60a7:0xd9955c7cc0188248!8m2!3d-6.2132248!4d106.924004!16s%2Fg%2F11b7c7ffjx!19sChIJp2A-DU-LaS4RSIIYwHxcldk,-6.2132248,106.924004,5,Wisata Standar
173,Resto Apung Muara Angke,4.1,3555,Kuliner,Jakarta Utara,https://www.google.com/maps/place/Resto+Apung+Muara+Angke/data=!4m7!3m6!1s0x2e6a1de9b299d60d:0xf864de7f587b69d!8m2!3d-6.1049812!4d106.7741124!16s%2Fg%2F11p4_7x46f!19sChIJDdaZsukdai4RnbaH9edNhg8,-6.1049812,106.7741124,6,Wisata Cukup Dikenal
174,Waroeng Aceh Kemang,4.5,3509,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Waroeng+Aceh+Kemang/data=!4m7!3m6!1s0x2e69f226811545db:0x7ebd847abf1dae2d!8m2!3d-6.2584174!4d106.8232701!16s%2Fg%2F11b9061lgm!19sChIJ20UVgSbyaS4RLa4dv3qEvX4,-6.2584174,106.8232701,4,Wisata Ramai
175,Pasar Pagi Asemka,4.5,3505,Belanja,Jakarta Barat,https://www.google.com/maps/place/Pasar+Pagi+Asemka/data=!4m7!3m6!1s0x2e69f7b9d871e515:0xeab69ebb01e21bee!8m2!3d-6.1404628!4d106.8120538!16s%2Fg%2F11fm4_8xdc!19sChIJFeVx2Ln3aS4R7hviAbuetuo,-6.1404628,106.8120538,4,Wisata Ramai
176,Gorontalo Park,4.4,3486,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Gorontalo+Park/data=!4m7!3m6!1s0x2e6a1fea80115767:0xd994d4d4297dfb96!8m2!3d-6.1134535!4d106.8832723!16s%2Fg%2F11c0xsdm_3!19sChIJZ1cRgOofai4Rlvt9KdTUlNk,-6.1134535,106.8832723,5,Wisata Standar
177,Taman Akuarium Air Tawar TMII,4.5,3477,Sejarah & Budaya,Jakarta Timur,https://www.google.com/maps/place/Taman+Akuarium+Air+Tawar+TMII/data=!4m7!3m6!1s0x2e69ed5bde31edff:0xaeb9e1ea2a91f0ff!8m2!3d-6.3057291!4d106.8948934!16s%2Fg%2F1tk0szzs!19sChIJ_-0x3lvtaS4R__CRKurhua4,-6.3057291,106.8948934,4,Wisata Ramai
178,The Darmawangsa Square,4.5,3476,Belanja,Jakarta Selatan,https://www.google.com/maps/place/The+Darmawangsa+Square/data=!4m7!3m6!1s0x2e69f1716a1264ff:0x8f2d31415c49a9b8!8m2!3d-6.253554!4d106.801288!16s%2Fg%2F11fhn7058r!19sChIJ_2QSanHxaS4RuKlJXEExLY8,-6.253554,106.801288,4,Wisata Ramai
179,Jakarta Maritime Museum,4.5,3453,Sejarah & Budaya,Jakarta Selatan,https://www.google.com/maps/place/Jakarta+Maritime+Museum/data=!4m7!3m6!1s0x2e69f5e451849b79:0x9decbe492b2ded46!8m2!3d-6.1267804!4d106.8081425!16s%2Fm%2F09v54ky!19sChIJeZuEUeT1aS4RRu0tK0m-7J0,-6.1267804,106.8081425,4,Wisata Ramai
180,Petak Enam,4.6,3431,Belanja,Jakarta Barat,https://www.google.com/maps/place/Petak+Enam/data=!4m7!3m6!1s0x2e69f7520db5bad7:0x699e6938bce15fab!8m2!3d-6.1414235!4d106.8124797!16s%2Fg%2F11lq2vhcd7!19sChIJ17q1DVL3aS4Rq1_hvDhpnmk,-6.1414235,106.8124797,2,Wisata Berpotensi
181,Strawberry Cafe Greenville,4.5,3394,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Strawberry+Cafe+Greenville/data=!4m7!3m6!1s0x2e69f79435dcfdb1:0x7cedd3600a16eab9!8m2!3d-6.1691699!4d106.7750602!16s%2Fg%2F1hm63gwv5!19sChIJsf3cNZT3aS4RueoWCmDT7Xw,-6.1691699,106.7750602,4,Wisata Ramai
182,Dia.lo.gue,4.5,3268,Rekreasi & Hiburan Modern,Jakarta Selatan,https://www.google.com/maps/place/Dia.lo.gue/data=!4m7!3m6!1s0x2e69f18992e91da9:0x3b3883c78db6be91!8m2!3d-6.2729092!4d106.8163409!16s%2Fg%2F1ygvswk89!19sChIJqR3pkonxaS4Rkb62jceDODs,-6.2729092,106.8163409,4,Wisata Ramai
183,Sarang Oci,4.5,3241,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Sarang+Oci/data=!4m7!3m6!1s0x2e69f720ec98f829:0x2f27b35bc7124024!8m2!3d-6.2032443!4d106.7696938!16s%2Fg%2F1td8nv4t!19sChIJKfiY7CD3aS4RJEASx1uzJy8,-6.2032443,106.7696938,4,Wisata Ramai
184,Jakarta Islamic Centre,4.7,3206,Religi,Jakarta Utara,https://www.google.com/maps/place/Jakarta+Islamic+Centre/data=!4m7!3m6!1s0x2e6a20036b89f831:0x3e60d3b9dd6c8c57!8m2!3d-6.1220127!4d106.9175022!16s%2Fg%2F121_4rdp!19sChIJMfiJawMgai4RV4xs3bnTYD4,-6.1220127,106.9175022,0,Wisata Cukup Populer
185,Gultik Blok M Plaza Pak Agus Budi,4.5,3147,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Gultik+Blok+M+Plaza+Pak+Agus+Budi/data=!4m7!3m6!1s0x2e69f112ff851aed:0x88b62b4b3233d024!8m2!3d-6.2438168!4d106.7973329!16s%2Fg%2F11bwy_gf6v!19sChIJ7RqF_xLxaS4RJNAzMksrtog,-6.2438168,106.7973329,4,Wisata Ramai
186,Puring Park,4.5,3139,Alam & Ruang Terbuka,Jakarta Selatan,https://www.google.com/maps/place/Puring+Park/data=!4m7!3m6!1s0x2e69f115d4bf8f39:0xb3f2569069745bb4!8m2!3d-6.2413693!4d106.7886198!16s%2Fg%2F11c1nbbrm5!19sChIJOY-_1BXxaS4RtFt0aZBW8rM,-6.2413693,106.7886198,4,Wisata Ramai
187,Museum of Textile,4.5,3135,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/Museum+of+Textile/data=!4m7!3m6!1s0x2e69f69b22a0585d:0xdc276556f2689b10!8m2!3d-6.1882117!4d106.8097432!16s%2Fm%2F09v8mnv!19sChIJXVigIpv2aS4REJto8lZlJ9w,-6.1882117,106.8097432,4,Wisata Ramai
188,Furusato Izakaya,4.8,3127,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/Furusato+Izakaya/data=!4m7!3m6!1s0x2e69f758f95c0d3f:0xa1c346863d5ba492!8m2!3d-6.2154081!4d106.8161436!16s%2Fg%2F11j7vyccw8!19sChIJPw1c-Vj3aS4RkqRbPYZGw6E,-6.2154081,106.8161436,1,Wisata Populer
189,Gondola Ancol Stasiun C,4.6,3126,Alam & Ruang Terbuka,Jakarta Utara,https://www.google.com/maps/place/Gondola+Ancol+Stasiun+C/data=!4m7!3m6!1s0x2e6a1e180888459f:0x89ede5a66264ef41!8m2!3d-6.125541!4d106.8412451!16s%2Fg%2F11bzz_ryz0!19sChIJn0WICBgeai4RQe9kYqbl7Yk,-6.125541,106.8412451,2,Wisata Berpotensi
190,Pura Adhitya Jaya,4.8,3126,Sejarah & Budaya,Jakarta Timur,https://www.google.com/maps/place/Pura+Adhitya+Jaya/data=!4m7!3m6!1s0x2e69f4f2ced69191:0x4a62807892c84f9b!8m2!3d-6.1951673!4d106.8750816!16s%2Fg%2F1jky11wps!19sChIJkZHWzvL0aS4Rm0_IkniAYko,-6.1951673,106.8750816,1,Wisata Populer
191,Gedung Kesenian Jakarta,4.6,3112,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Jakarta+Art+Building/data=!4m7!3m6!1s0x2e69f5cf535796fb:0x9c8882b635d18edc!8m2!3d-6.1665685!4d106.8344222!16s%2Fm%2F0h3s27c!19sChIJ-5ZXU8_1aS4R3I7RNbaCiJw,-6.1665685,106.8344222,2,Wisata Berpotensi
192,Monas Dancing Fountain,4.7,3096,Sejarah & Budaya,Jakarta Pusat,https://www.google.com/maps/place/Monas+Dancing+Fountain/data=!4m7!3m6!1s0x2e69f5d35dbb5cdb:0x94dcdf9cd758a4a0!8m2!3d-6.1753073!4d106.8250914!16s%2Fg%2F11fy4jqbnb!19sChIJ21y7XdP1aS4RoKRY15zf3JQ,-6.1753073,106.8250914,0,Wisata Cukup Populer
193,Bale Bengong,4.2,3049,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Bale+Bengong/data=!4m7!3m6!1s0x2e69f2e7322fc091:0x1004f5ad889e5af9!8m2!3d-6.2617795!4d106.8867893!16s%2Fg%2F11g_1psfc!19sChIJkcAvMufyaS4R-VqeiK31BBA,-6.2617795,106.8867893,6,Wisata Cukup Dikenal
194,HAKA Dimsum Blok M,4.4,3041,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/HAKA+Dimsum+Blok+M/data=!4m7!3m6!1s0x2e69f1e977079bd5:0x36d0e803f05aac71!8m2!3d-6.2439218!4d106.7986007!16s%2Fg%2F11rwr1vd2b!19sChIJ1ZsHd-nxaS4Rcaxa8APo0DY,-6.2439218,106.7986007,5,Wisata Standar
195,Kawasan Kuliner Blok S,4.4,2980,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Kawasan+Kuliner+Blok+S/data=!4m7!3m6!1s0x2e69f15fabd58f21:0xadf1effcd8814323!8m2!3d-6.2360927!4d106.8150917!16s%2Fg%2F11cnl5626k!19sChIJIY_Vq1_xaS4RI0OB2Pzv8a0,-6.2360927,106.8150917,5,Wisata Standar
196,Metro Sunter Plaza,4.5,2906,Belanja,Jakarta Utara,https://www.google.com/maps/place/Metro+Sunter+Plaza/data=!4m7!3m6!1s0x2e69f57c4e6ca0d5:0x51ac951791807393!8m2!3d-6.1369481!4d106.8731676!16s%2Fg%2F11fxw2jvsq!19sChIJ1aBsTnz1aS4Rk3OAkReVrFE,-6.1369481,106.8731676,4,Wisata Ramai
197,Marco Seafood,4.5,2858,Kuliner,Jakarta Barat,https://www.google.com/maps/place/Marco+Seafood/data=!4m7!3m6!1s0x2e69f652f4c3765d:0x2d29f5a333222348!8m2!3d-6.169176!4d106.773426!16s%2Fg%2F11c5rpxm4x!19sChIJXXbD9FL2aS4RSCMiM6P1KS0,-6.169176,106.773426,4,Wisata Ramai
198,Sate Padang H. Ajo Manih,4.5,2850,Kuliner,Jakarta Timur,https://www.google.com/maps/place/Sate+Padang+H.+Ajo+Manih/data=!4m7!3m6!1s0x2e69f495ccfac983:0xb2334d2baa23833b!8m2!3d-6.1986456!4d106.8862388!16s%2Fg%2F1pzwp_wsc!19sChIJg8n6zJX0aS4RO4MjqitNM7I,-6.1986456,106.8862388,4,Wisata Ramai
199,Kebayoran Flea Market,4.4,2847,Belanja,Jakarta Selatan,https://www.google.com/maps/place/Kebayoran+Flea+Market/data=!4m7!3m6!1s0x2e69f122a5cbb301:0xfbaef3b677b5abc9!8m2!3d-6.23873!4d106.7823166!16s%2Fg%2F11dxrt81tm!19sChIJAbPLpSLxaS4Ryau1d7bzrvs,-6.23873,106.7823166,5,Wisata Standar
200,Museum Mandiri,4.7,2693,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/Museum+Mandiri/data=!4m7!3m6!1s0x2e69f601907b7e9b:0x8b5da2cbdd9a964!8m2!3d-6.1386855!4d106.8129104!16s%2Fm%2F0r4mnv1!19sChIJm357kAH2aS4RZKnZvSzatQg,-6.1386855,106.8129104,0,Wisata Cukup Populer
201,Museum Transportasi,4.5,2679,Sejarah & Budaya,Jakarta Timur,https://www.google.com/maps/place/Museum+Transportasi/data=!4m7!3m6!1s0x2e69ed5a5d9e3a75:0x5911a81319597b14!8m2!3d-6.3049123!4d106.8989307!16s%2Fg%2F12hl12rfv!19sChIJdTqeXVrtaS4RFHtZGROoEVk,-6.3049123,106.8989307,4,Wisata Ramai
202,THAMRIN 10 Food & Creative Park,4.5,2657,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/THAMRIN+10+Food+%26+Creative+Park/data=!4m7!3m6!1s0x2e69f5cfb19ff85f:0xfd6cb7ba3acf630e!8m2!3d-6.184902!4d106.82328!16s%2Fg%2F11fqxwckkr!19sChIJX_ifsc_1aS4RDmPPOrq3bP0,-6.184902,106.82328,4,Wisata Ramai
203,Gudeg Adem Ayem,4.5,2653,Kuliner,Jakarta Pusat,https://www.google.com/maps/place/Gudeg+Adem+Ayem/data=!4m7!3m6!1s0x2e69f679c5f21335:0x4eaa937b002da918!8m2!3d-6.1687797!4d106.8143471!16s%2Fg%2F1vxw5px9!19sChIJNRPyxXn2aS4RGKktAHuTqk4,-6.1687797,106.8143471,4,Wisata Ramai
204,Taman Jajan Monas Jakarta,4.2,2653,Belanja,Jakarta Pusat,https://www.google.com/maps/place/Taman+Jajan+Monas+Jakarta/data=!4m7!3m6!1s0x2e69f42c67d85c29:0x260267556f098646!8m2!3d-6.1795889!4d106.8250841!16s%2Fg%2F11c0q071rf!19sChIJKVzYZyz0aS4RRoYJb1VnAiY,-6.1795889,106.8250841,6,Wisata Cukup Dikenal
205,Gedung Arsip Nasional Republik Indonesia,4.5,2653,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/National+Archives+Building+of+the+Republic+of+Indonesia/data=!4m7!3m6!1s0x2e69f60a61cc63fd:0xc4900f5e5c303c06!8m2!3d-6.153799!4d106.816719!16s%2Fg%2F120n2ksc!19sChIJ_WPMYQr2aS4RBjwwXF4PkMQ,-6.153799,106.816719,4,Wisata Ramai
206,Lele Crispy The Best Kremes In Town,4.5,2651,Kuliner,Jakarta Selatan,https://www.google.com/maps/place/Lele+Crispy+The+Best+Kremes+In+Town/data=!4m7!3m6!1s0x2e69f396fabfe4bd:0x93378a81d1868b3e!8m2!3d-6.2338583!4d106.8495435!16s%2Fg%2F1yfprvjb5!19sChIJveS_-pbzaS4RPouG0YGKN5M,-6.2338583,106.8495435,4,Wisata Ramai
207,Dharma Bakti Temple,4.7,2650,Sejarah & Budaya,Jakarta Barat,https://www.google.com/maps/place/Dharma+Bakti+Temple/data=!4m7!3m6!1s0x2e69f606635629e7:0xd8eb61836bb8f2b5!8m2!3d-6.1444647!4d106.8126422!16s%2Fg%2F12372krs!19sChIJ5ylWYwb2aS4RtfK4a4Nh69g,-6.1444647,106.8126422,0,Wisata Cukup Populer
